date,time,code,open,high,low,close,volume,amount,adjustflag
2022-05-24,20220524143000000,sh.600000,7.9000,7.9100,7.8800,7.9000,2341100,18481863.0000,3
2022-05-24,20220524150000000,sh.600000,7.9000,7.9000,7.8700,7.8800,5570571,43904604.0000,3
2022-05-25,20220525100000000,sh.600000,7.9200,7.9300,7.8500,7.8900,4843702,38268375.0000,3
2022-05-25,20220525103000000,sh.600000,7.8900,7.9100,7.8800,7.8800,1917630,15144498.0000,3
2022-05-25,20220525110000000,sh.600000,7.8800,7.9000,7.8800,7.8800,1775235,14010657.0000,3
2022-05-25,20220525113000000,sh.600000,7.8800,7.8900,7.8700,7.8800,1747302,13774053.0000,3
2022-05-25,20220525133000000,sh.600000,7.8800,7.9000,7.8700,7.8800,1945800,15333429.0000,3
2022-05-25,20220525140000000,sh.600000,7.8700,7.8800,7.8600,7.8700,2382768,18751724.0000,3
2022-05-25,20220525143000000,sh.600000,7.8700,7.8800,7.8600,7.8700,3111338,24490898.0000,3
2022-05-25,20220525150000000,sh.600000,7.8700,7.9000,7.8600,7.8800,3279589,25840323.0000,3
2022-05-26,20220526100000000,sh.600000,7.8900,7.8900,7.8500,7.8500,5159234,40576076.0000,3
2022-05-26,20220526103000000,sh.600000,7.8600,7.8700,7.8400,7.8600,2929900,23003268.0000,3
2022-05-26,20220526110000000,sh.600000,7.8600,7.8800,7.8500,7.8600,1905356,14985129.0000,3
2022-05-26,20220526113000000,sh.600000,7.8600,7.9200,7.8400,7.9200,2990953,23541075.0000,3
2022-05-26,20220526133000000,sh.600000,7.9200,7.9200,7.8800,7.9000,2224900,17586735.0000,3
2022-05-26,20220526140000000,sh.600000,7.9100,7.9200,7.8900,7.8900,1852459,14648465.0000,3
2022-05-26,20220526143000000,sh.600000,7.8900,7.9000,7.8600,7.9000,3599258,28355547.0000,3
2022-05-26,20220526150000000,sh.600000,7.8900,7.9100,7.8800,7.9000,2739529,21634958.0000,3
2022-05-27,20220527100000000,sh.600000,7.9200,7.9600,7.8800,7.9400,8174143,64854183.0000,3
2022-05-27,20220527103000000,sh.600000,7.9300,7.9800,7.9300,7.9700,5444649,43356733.0000,3
2022-05-27,20220527110000000,sh.600000,7.9700,7.9800,7.9500,7.9600,1395161,11110540.0000,3
2022-05-27,20220527113000000,sh.600000,7.9600,7.9700,7.9500,7.9700,1611014,12826722.0000,3
2022-05-27,20220527133000000,sh.600000,7.9700,7.9800,7.9400,7.9500,2340400,18637913.0000,3
2022-05-27,20220527140000000,sh.600000,7.9500,7.9700,7.9400,7.9600,1656000,13171438.0000,3
2022-05-27,20220527143000000,sh.600000,7.9600,7.9800,7.9600,7.9700,4062459,32374096.0000,3
2022-05-27,20220527150000000,sh.600000,7.9700,8.0100,7.9500,8.0000,7071512,56470952.0000,3
2022-05-30,20220530100000000,sh.600000,8.0100,8.0200,7.9000,7.9300,9819990,78073551.0000,3
2022-05-30,20220530103000000,sh.600000,7.9300,7.9700,7.9300,7.9500,1828279,14535616.0000,3
2022-05-30,20220530110000000,sh.600000,7.9600,7.9600,7.9100,7.9100,2559957,20290204.0000,3
2022-05-30,20220530113000000,sh.600000,7.9200,7.9300,7.8700,7.8800,6365492,50293849.0000,3
2022-05-30,20220530133000000,sh.600000,7.8800,7.9000,7.8800,7.8900,2536280,20013969.0000,3
2022-05-30,20220530140000000,sh.600000,7.8900,7.9000,7.8800,7.8900,2500694,19722469.0000,3
2022-05-30,20220530143000000,sh.600000,7.8800,7.9100,7.8800,7.9100,3793583,29953712.0000,3
2022-05-30,20220530150000000,sh.600000,7.9000,7.9100,7.8800,7.8800,6291982,49655334.0000,3
2022-05-31,20220531100000000,sh.600000,7.9000,7.9400,7.8800,7.9000,5662516,44772380.0000,3
2022-05-31,20220531103000000,sh.600000,7.9000,7.9300,7.8900,7.9000,2546726,20152788.0000,3
2022-05-31,20220531110000000,sh.600000,7.9000,7.9300,7.8900,7.9300,2093900,16554365.0000,3
2022-05-31,20220531113000000,sh.600000,7.9300,7.9500,7.9200,7.9500,2991713,23750356.0000,3
2022-05-31,20220531133000000,sh.600000,7.9400,7.9600,7.9300,7.9500,3421296,27183343.0000,3
2022-05-31,20220531140000000,sh.600000,7.9500,7.9500,7.9300,7.9400,1577680,12526128.0000,3
2022-05-31,20220531143000000,sh.600000,7.9500,7.9600,7.9300,7.9500,2598354,20642517.0000,3
2022-05-31,20220531150000000,sh.600000,7.9500,7.9800,7.9400,7.9400,10858699,86334174.0000,3
2022-06-01,20220601100000000,sh.600000,7.9400,7.9400,7.9100,7.9300,3535040,28031605.0000,3
2022-06-01,20220601103000000,sh.600000,7.9300,7.9300,7.9100,7.9200,2837608,22471708.0000,3
2022-06-01,20220601110000000,sh.600000,7.9200,7.9200,7.9000,7.9000,1765100,13959239.0000,3
2022-06-01,20220601113000000,sh.600000,7.9100,7.9300,7.8900,7.9200,2400360,18983112.0000,3
2022-06-01,20220601133000000,sh.600000,7.9200,7.9300,7.9000,7.9000,1365500,10806248.0000,3
2022-06-01,20220601140000000,sh.600000,7.9100,7.9100,7.9000,7.9100,1577668,12470230.0000,3
2022-06-01,20220601143000000,sh.600000,7.9100,7.9200,7.9000,7.9100,1812300,14331538.0000,3
2022-06-01,20220601150000000,sh.600000,7.9200,7.9200,7.9000,7.9100,3108365,24593958.0000,3
2022-06-02,20220602100000000,sh.600000,7.8900,7.9100,7.8700,7.8800,4317700,34025870.0000,3
2022-06-02,20220602103000000,sh.600000,7.8700,7.8900,7.8700,7.8800,2871351,22622528.0000,3
2022-06-02,20220602110000000,sh.600000,7.8800,7.8900,7.8700,7.8800,1793100,14129353.0000,3
2022-06-02,20220602113000000,sh.600000,7.8700,7.8800,7.8700,7.8800,1673763,13178636.0000,3
2022-06-02,20220602133000000,sh.600000,7.8800,7.8900,7.8700,7.8800,1676682,13212737.0000,3
2022-06-02,20220602140000000,sh.600000,7.8800,7.9000,7.8700,7.9000,1991647,15696999.0000,3
2022-06-02,20220602143000000,sh.600000,7.9000,7.9000,7.8800,7.9000,1350217,10648124.0000,3
2022-06-02,20220602150000000,sh.600000,7.8900,7.9000,7.8800,7.8900,3256656,25685466.0000,3
2022-06-06,20220606100000000,sh.600000,7.8700,7.8800,7.8200,7.8400,8819737,69179194.0000,3
2022-06-06,20220606103000000,sh.600000,7.8400,7.8700,7.8300,7.8500,3305932,25931189.0000,3
2022-06-06,20220606110000000,sh.600000,7.8500,7.9000,7.8500,7.8800,3269160,25757957.0000,3
2022-06-06,20220606113000000,sh.600000,7.8800,7.8900,7.8600,7.8600,2754960,21694499.0000,3
2022-06-06,20220606133000000,sh.600000,7.8700,7.8800,7.8600,7.8800,3940664,31000599.0000,3
2022-06-06,20220606140000000,sh.600000,7.8700,7.8800,7.8500,7.8600,3395100,26694128.0000,3
2022-06-06,20220606143000000,sh.600000,7.8500,7.8800,7.8500,7.8600,3876620,30469514.0000,3
2022-06-06,20220606150000000,sh.600000,7.8500,7.8800,7.8500,7.8600,3648354,28676087.0000,3
2022-06-07,20220607100000000,sh.600000,7.8400,7.8800,7.8300,7.8700,5720651,44937234.0000,3
2022-06-07,20220607103000000,sh.600000,7.8700,7.8800,7.8500,7.8700,3621544,28489671.0000,3
2022-06-07,20220607110000000,sh.600000,7.8800,7.8800,7.8600,7.8800,2491368,19617820.0000,3
2022-06-07,20220607113000000,sh.600000,7.8800,7.8900,7.8700,7.8800,4609502,36327419.0000,3
2022-06-07,20220607133000000,sh.600000,7.8800,7.8900,7.8600,7.8600,2776880,21863214.0000,3
2022-06-07,20220607140000000,sh.600000,7.8600,7.8800,7.8600,7.8700,3163290,24881441.0000,3
2022-06-07,20220607143000000,sh.600000,7.8600,7.8800,7.8600,7.8600,3376660,26569578.0000,3
2022-06-07,20220607150000000,sh.600000,7.8600,7.8800,7.8500,7.8800,4863181,38255387.0000,3
2022-06-08,20220608100000000,sh.600000,7.8700,7.8800,7.8500,7.8600,5027306,39511718.0000,3
2022-06-08,20220608103000000,sh.600000,7.8600,7.8700,7.8500,7.8700,4485062,35251007.0000,3
2022-06-08,20220608110000000,sh.600000,7.8700,7.8800,7.8600,7.8700,5044800,39700365.0000,3
2022-06-08,20220608113000000,sh.600000,7.8600,7.8700,7.8300,7.8400,6004508,47113477.0000,3
2022-06-08,20220608133000000,sh.600000,7.8400,7.8800,7.8300,7.8500,7955174,62482883.0000,3
2022-06-08,20220608140000000,sh.600000,7.8500,7.8600,7.8400,7.8400,3081700,24181212.0000,3
2022-06-08,20220608143000000,sh.600000,7.8500,7.8600,7.8400,7.8500,3074600,24132122.0000,3
2022-06-08,20220608150000000,sh.600000,7.8500,7.8800,7.8500,7.8600,4882516,38402400.0000,3
2022-06-09,20220609100000000,sh.600000,7.8600,7.9300,7.8400,7.9200,16268790,128502954.0000,3
2022-06-09,20220609103000000,sh.600000,7.9300,7.9400,7.8900,7.9200,6739549,53364536.0000,3
2022-06-09,20220609110000000,sh.600000,7.9200,7.9600,7.9000,7.9400,9265038,73499523.0000,3
2022-06-09,20220609113000000,sh.600000,7.9400,7.9600,7.9300,7.9400,4464462,35472843.0000,3
2022-06-09,20220609133000000,sh.600000,7.9400,7.9500,7.9200,7.9300,5037017,39981504.0000,3
2022-06-09,20220609140000000,sh.600000,7.9400,7.9500,7.9000,7.9200,4134333,32761888.0000,3
2022-06-09,20220609143000000,sh.600000,7.9100,7.9400,7.9000,7.9200,5180586,41013264.0000,3
2022-06-09,20220609150000000,sh.600000,7.9200,7.9600,7.9100,7.9500,9517181,75584000.0000,3
2022-06-10,20220610100000000,sh.600000,7.9300,7.9400,7.9000,7.9200,8633015,68380677.0000,3
2022-06-10,20220610103000000,sh.600000,7.9200,7.9300,7.8900,7.9200,7921080,62673467.0000,3
2022-06-10,20220610110000000,sh.600000,7.9200,7.9500,7.9000,7.9400,6256491,49588263.0000,3
2022-06-10,20220610113000000,sh.600000,7.9400,7.9700,7.9300,7.9500,7946560,63181070.0000,3
2022-06-10,20220610133000000,sh.600000,7.9600,7.9800,7.9500,7.9700,9961626,79358027.0000,3
2022-06-10,20220610140000000,sh.600000,7.9700,8.0100,7.9600,8.0000,14934721,119379616.0000,3
2022-06-10,20220610143000000,sh.600000,8.0000,8.0500,8.0000,8.0200,22713476,182131488.0000,3
2022-06-10,20220610150000000,sh.600000,8.0100,8.0500,7.9300,7.9300,45079229,359743568.0000,3
2022-06-13,20220613100000000,sh.600000,7.9100,7.9300,7.8400,7.8600,25913301,203987149.0000,3
2022-06-13,20220613103000000,sh.600000,7.8500,7.8600,7.7800,7.7900,21655624,169251491.0000,3
2022-06-13,20220613110000000,sh.600000,7.7900,7.8100,7.7700,7.7800,11748486,91472240.0000,3
2022-06-13,20220613113000000,sh.600000,7.7800,7.8000,7.7700,7.7900,7548384,58764624.0000,3
2022-06-13,20220613133000000,sh.600000,7.7900,7.8000,7.7700,7.7800,7846644,61040592.0000,3
2022-06-13,20220613140000000,sh.600000,7.7800,7.7900,7.7600,7.7600,9505255,73867360.0000,3
2022-06-13,20220613143000000,sh.600000,7.7700,7.7800,7.7400,7.7600,13008014,100849504.0000,3
2022-06-13,20220613150000000,sh.600000,7.7700,7.7800,7.7500,7.7700,7371527,57239152.0000,3
2022-06-14,20220614100000000,sh.600000,7.7400,7.7800,7.7300,7.7500,9414137,72986957.0000,3
2022-06-14,20220614103000000,sh.600000,7.7500,7.8000,7.7500,7.8000,6348189,49392207.0000,3
2022-06-14,20220614110000000,sh.600000,7.8000,7.8000,7.7600,7.7700,5100866,39692144.0000,3
2022-06-14,20220614113000000,sh.600000,7.7700,7.7900,7.7500,7.7700,5222513,40553101.0000,3
2022-06-14,20220614133000000,sh.600000,7.7700,7.7800,7.7500,7.7700,4177289,32410768.0000,3
2022-06-14,20220614140000000,sh.600000,7.7700,7.8000,7.7600,7.7900,4768014,37078327.0000,3
2022-06-14,20220614143000000,sh.600000,7.8000,7.8100,7.7800,7.8100,5098707,39751328.0000,3
2022-06-14,20220614150000000,sh.600000,7.8100,7.8900,7.8000,7.8700,14918080,117099600.0000,3
2022-06-15,20220615100000000,sh.600000,7.8600,8.0000,7.8500,7.9600,22036462,175058250.0000,3
2022-06-15,20220615103000000,sh.600000,7.9600,8.0500,7.9600,8.0400,24628703,197437782.0000,3
2022-06-15,20220615110000000,sh.600000,8.0400,8.0800,8.0200,8.0200,15466374,124577152.0000,3
2022-06-15,20220615113000000,sh.600000,8.0200,8.0600,8.0100,8.0500,6667953,53602944.0000,3
2022-06-15,20220615133000000,sh.600000,8.0500,8.1300,8.0500,8.1100,18405006,149040576.0000,3
2022-06-15,20220615140000000,sh.600000,8.1100,8.1300,8.1000,8.1200,9946295,80724000.0000,3
2022-06-15,20220615143000000,sh.600000,8.1200,8.1300,8.0600,8.0800,7422280,60064720.0000,3
2022-06-15,20220615150000000,sh.600000,8.0800,8.0900,8.0300,8.0300,8185985,65990496.0000,3
2022-06-16,20220616100000000,sh.600000,8.0500,8.0800,7.9900,8.0200,13722958,110123225.0000,3
2022-06-16,20220616103000000,sh.600000,8.0200,8.0200,7.9800,7.9900,6582400,52620438.0000,3
2022-06-16,20220616110000000,sh.600000,8.0000,8.0200,7.9800,7.9900,6205859,49610328.0000,3
2022-06-16,20220616113000000,sh.600000,7.9900,8.0000,7.9600,7.9700,4821219,38461911.0000,3
2022-06-16,20220616133000000,sh.600000,7.9700,7.9900,7.9600,7.9700,4233540,33725698.0000,3
2022-06-16,20220616140000000,sh.600000,7.9600,7.9700,7.9500,7.9500,4936601,39298512.0000,3
2022-06-16,20220616143000000,sh.600000,7.9500,7.9600,7.9300,7.9600,6838301,54312768.0000,3
2022-06-16,20220616150000000,sh.600000,7.9600,7.9600,7.9200,7.9200,9548811,75744768.0000,3
2022-06-17,20220617100000000,sh.600000,7.9100,7.9500,7.9000,7.9400,6092238,48255577.0000,3
2022-06-17,20220617103000000,sh.600000,7.9400,7.9600,7.9000,7.9100,5283030,41862135.0000,3
2022-06-17,20220617110000000,sh.600000,7.9200,7.9400,7.8900,7.8900,2635300,20846645.0000,3
2022-06-17,20220617113000000,sh.600000,7.8900,7.9800,7.8900,7.9600,3982572,31629679.0000,3
2022-06-17,20220617133000000,sh.600000,7.9600,7.9700,7.9400,7.9700,3010556,23962522.0000,3
2022-06-17,20220617140000000,sh.600000,7.9600,8.0000,7.9600,7.9800,4483002,35801140.0000,3
2022-06-17,20220617143000000,sh.600000,7.9800,7.9900,7.9500,7.9800,3411516,27213764.0000,3
2022-06-17,20220617150000000,sh.600000,7.9800,8.0000,7.9700,7.9700,6714280,53601978.0000,3
2022-06-20,20220620100000000,sh.600000,7.9500,7.9800,7.9100,7.9200,7446900,59080173.0000,3
2022-06-20,20220620103000000,sh.600000,7.9300,7.9400,7.9100,7.9100,4771451,37812562.0000,3
2022-06-20,20220620110000000,sh.600000,7.9100,7.9300,7.9100,7.9300,1813900,14365870.0000,3
2022-06-20,20220620113000000,sh.600000,7.9300,7.9700,7.9200,7.9300,2640518,20966198.0000,3
2022-06-20,20220620133000000,sh.600000,7.9300,7.9600,7.9200,7.9200,3061738,24282788.0000,3
2022-06-20,20220620140000000,sh.600000,7.9200,7.9500,7.9200,7.9300,2228575,17667219.0000,3
2022-06-20,20220620143000000,sh.600000,7.9300,7.9300,7.9100,7.9300,2937243,23263003.0000,3
2022-06-20,20220620150000000,sh.600000,7.9300,7.9300,7.9100,7.9100,5164829,40882455.0000,3
2022-06-21,20220621100000000,sh.600000,7.9200,7.9800,7.9200,7.9600,4738121,37667926.0000,3
2022-06-21,20220621103000000,sh.600000,7.9600,7.9800,7.9500,7.9600,3466700,27629740.0000,3
2022-06-21,20220621110000000,sh.600000,7.9700,7.9800,7.9500,7.9600,2942087,23433045.0000,3
2022-06-21,20220621113000000,sh.600000,7.9600,7.9700,7.9500,7.9600,1037190,8256894.0000,3
2022-06-21,20220621133000000,sh.600000,7.9600,7.9800,7.9500,7.9700,2588837,20618344.0000,3
2022-06-21,20220621140000000,sh.600000,7.9700,7.9800,7.9500,7.9700,2732796,21773770.0000,3
2022-06-21,20220621143000000,sh.600000,7.9700,7.9700,7.9400,7.9500,2282075,18151428.0000,3
2022-06-21,20220621150000000,sh.600000,7.9500,7.9700,7.9400,7.9700,3457871,27540756.0000,3
2022-06-22,20220622100000000,sh.600000,7.9600,7.9700,7.9400,7.9500,2725786,21666842.0000,3
2022-06-22,20220622103000000,sh.600000,7.9500,7.9600,7.9300,7.9400,2205214,17515840.0000,3
2022-06-22,20220622110000000,sh.600000,7.9300,7.9500,7.9200,7.9300,2400632,19042893.0000,3
2022-06-22,20220622113000000,sh.600000,7.9300,7.9500,7.9200,7.9400,2160573,17129555.0000,3
2022-06-22,20220622133000000,sh.600000,7.9400,7.9600,7.9300,7.9500,1695900,13475262.0000,3
2022-06-22,20220622140000000,sh.600000,7.9500,7.9600,7.9200,7.9200,2633051,20881504.0000,3
2022-06-22,20220622143000000,sh.600000,7.9300,7.9300,7.9100,7.9100,2812576,22272624.0000,3
2022-06-22,20220622150000000,sh.600000,7.9200,7.9300,7.9100,7.9200,4001850,31701081.0000,3
2022-06-23,20220623100000000,sh.600000,7.9400,7.9500,7.9100,7.9300,3678668,29166413.0000,3
2022-06-23,20220623103000000,sh.600000,7.9300,7.9600,7.9300,7.9500,2862104,22745924.0000,3
2022-06-23,20220623110000000,sh.600000,7.9500,7.9600,7.9300,7.9400,1479359,11751570.0000,3
2022-06-23,20220623113000000,sh.600000,7.9400,7.9500,7.9200,7.9200,1037200,8226723.0000,3
2022-06-23,20220623133000000,sh.600000,7.9200,7.9400,7.9200,7.9300,1394701,11057200.0000,3
2022-06-23,20220623140000000,sh.600000,7.9300,7.9700,7.9300,7.9600,3449856,27445854.0000,3
2022-06-23,20220623143000000,sh.600000,7.9600,7.9700,7.9500,7.9600,4445755,35390886.0000,3
2022-06-23,20220623150000000,sh.600000,7.9600,7.9700,7.9500,7.9700,4907501,39080305.0000,3
2022-06-24,20220624100000000,sh.600000,7.9700,7.9800,7.9300,7.9400,3559314,28302269.0000,3
2022-06-24,20220624103000000,sh.600000,7.9400,7.9800,7.9400,7.9500,5178500,41243497.0000,3
2022-06-24,20220624110000000,sh.600000,7.9500,7.9700,7.9300,7.9300,2066100,16423519.0000,3
2022-06-24,20220624113000000,sh.600000,7.9400,7.9500,7.9300,7.9300,1423600,11295441.0000,3
2022-06-24,20220624133000000,sh.600000,7.9300,7.9500,7.9300,7.9300,1736200,13787897.0000,3
2022-06-24,20220624140000000,sh.600000,7.9400,7.9800,7.9300,7.9700,3612408,28738218.0000,3
2022-06-24,20220624143000000,sh.600000,7.9700,7.9800,7.9600,7.9800,2200431,17541362.0000,3
2022-06-24,20220624150000000,sh.600000,7.9700,7.9800,7.9500,7.9500,3888769,30961910.0000,3
2022-06-27,20220627100000000,sh.600000,7.9500,8.0000,7.9400,7.9900,6251260,49892908.0000,3
2022-06-27,20220627103000000,sh.600000,8.0000,8.0000,7.9700,7.9800,2715780,21694028.0000,3
2022-06-27,20220627110000000,sh.600000,7.9800,8.0000,7.9800,8.0000,3151200,25191325.0000,3
2022-06-27,20220627113000000,sh.600000,8.0000,8.0100,7.9900,7.9900,2308925,18469422.0000,3
2022-06-27,20220627133000000,sh.600000,7.9900,8.0000,7.9700,7.9700,2303075,18389140.0000,3
2022-06-27,20220627140000000,sh.600000,7.9800,7.9800,7.9600,7.9700,2260300,18021738.0000,3
2022-06-27,20220627143000000,sh.600000,7.9700,7.9800,7.9600,7.9700,2021543,16107495.0000,3
2022-06-27,20220627150000000,sh.600000,7.9800,7.9800,7.9600,7.9700,3055636,24364950.0000,3
2022-06-28,20220628100000000,sh.600000,7.9700,8.0000,7.9600,7.9900,3617300,28881207.0000,3
2022-06-28,20220628103000000,sh.600000,7.9900,7.9900,7.9800,7.9800,1920358,15332464.0000,3
2022-06-28,20220628110000000,sh.600000,7.9800,8.0000,7.9800,7.9800,1781001,14226258.0000,3
2022-06-28,20220628113000000,sh.600000,7.9800,7.9900,7.9800,7.9800,1530900,12225937.0000,3
2022-06-28,20220628133000000,sh.600000,7.9900,7.9900,7.9800,7.9900,1148786,9170737.0000,3
2022-06-28,20220628140000000,sh.600000,7.9900,8.0000,7.9800,7.9900,2051955,16389232.0000,3
2022-06-28,20220628143000000,sh.600000,7.9800,8.0300,7.9800,8.0200,6612007,52916312.0000,3
2022-06-28,20220628150000000,sh.600000,8.0200,8.0400,8.0100,8.0400,7066771,56729515.0000,3
2022-06-29,20220629100000000,sh.600000,8.0100,8.0500,8.0000,8.0200,5161805,41442985.0000,3
2022-06-29,20220629103000000,sh.600000,8.0200,8.0600,8.0200,8.0300,3113117,25048071.0000,3
2022-06-29,20220629110000000,sh.600000,8.0300,8.0400,8.0100,8.0200,2566500,20597832.0000,3
2022-06-29,20220629113000000,sh.600000,8.0200,8.0400,8.0100,8.0200,1693807,13598768.0000,3
2022-06-29,20220629133000000,sh.600000,8.0300,8.0400,8.0200,8.0200,2427230,19490730.0000,3
2022-06-29,20220629140000000,sh.600000,8.0200,8.0400,8.0200,8.0200,2192148,17605709.0000,3
2022-06-29,20220629143000000,sh.600000,8.0200,8.0500,8.0200,8.0500,3725955,29952370.0000,3
2022-06-29,20220629150000000,sh.600000,8.0500,8.0500,8.0200,8.0500,9419185,75740830.0000,3
2022-06-30,20220630100000000,sh.600000,8.0500,8.0600,8.0100,8.0400,3997879,32118405.0000,3
2022-06-30,20220630103000000,sh.600000,8.0500,8.0500,8.0200,8.0400,3200007,25707240.0000,3
2022-06-30,20220630110000000,sh.600000,8.0400,8.0500,8.0300,8.0400,1747900,14047980.0000,3
2022-06-30,20220630113000000,sh.600000,8.0300,8.0500,8.0300,8.0300,2127883,17107990.0000,3
2022-06-30,20220630133000000,sh.600000,8.0400,8.0500,8.0200,8.0400,3427760,27544079.0000,3
2022-06-30,20220630140000000,sh.600000,8.0400,8.0500,8.0300,8.0300,2045828,16443667.0000,3
2022-06-30,20220630143000000,sh.600000,8.0300,8.0500,8.0200,8.0300,2378980,19109441.0000,3
2022-06-30,20220630150000000,sh.600000,8.0300,8.0300,8.0000,8.0100,4443380,35612278.0000,3
2022-07-01,20220701100000000,sh.600000,8.0100,8.0400,7.9800,7.9900,4511789,36120825.0000,3
2022-07-01,20220701103000000,sh.600000,7.9900,8.0000,7.9800,8.0000,1945453,15552094.0000,3
2022-07-01,20220701110000000,sh.600000,8.0000,8.0000,7.9800,7.9900,2272531,18164902.0000,3
2022-07-01,20220701113000000,sh.600000,7.9900,8.0000,7.9800,7.9800,1400413,11186827.0000,3
2022-07-01,20220701133000000,sh.600000,7.9900,8.0000,7.9800,8.0000,1633637,13045238.0000,3
2022-07-01,20220701140000000,sh.600000,7.9900,8.0000,7.9800,7.9900,1223696,9776845.0000,3
2022-07-01,20220701143000000,sh.600000,7.9900,8.0000,7.9800,8.0000,1531221,12231368.0000,3
2022-07-01,20220701150000000,sh.600000,8.0000,8.0000,7.9800,7.9900,3328047,26573556.0000,3
2022-07-04,20220704100000000,sh.600000,7.9900,8.0000,7.9400,7.9500,5665300,45123073.0000,3
2022-07-04,20220704103000000,sh.600000,7.9500,7.9700,7.9400,7.9600,2088443,16611579.0000,3
2022-07-04,20220704110000000,sh.600000,7.9600,7.9700,7.9500,7.9600,1306244,10397699.0000,3
2022-07-04,20220704113000000,sh.600000,7.9600,7.9700,7.9500,7.9600,1097600,8732219.0000,3
2022-07-04,20220704133000000,sh.600000,7.9700,7.9700,7.9500,7.9600,1250101,9951995.0000,3
2022-07-04,20220704140000000,sh.600000,7.9600,7.9700,7.9500,7.9600,1787903,14232652.0000,3
2022-07-04,20220704143000000,sh.600000,7.9600,7.9700,7.9500,7.9600,1828300,14544299.0000,3
2022-07-04,20220704150000000,sh.600000,7.9600,7.9700,7.9500,7.9600,3198118,25453573.0000,3
2022-07-05,20220705100000000,sh.600000,7.9600,8.0000,7.9500,7.9700,3989731,31869784.0000,3
2022-07-05,20220705103000000,sh.600000,7.9700,8.0000,7.9700,7.9900,2747981,21943662.0000,3
2022-07-05,20220705110000000,sh.600000,7.9800,8.0000,7.9600,7.9700,2352703,18779876.0000,3
2022-07-05,20220705113000000,sh.600000,7.9700,7.9700,7.9400,7.9500,2896917,23034595.0000,3
2022-07-05,20220705133000000,sh.600000,7.9600,7.9800,7.9500,7.9600,2186529,17403609.0000,3
2022-07-05,20220705140000000,sh.600000,7.9700,7.9700,7.9400,7.9400,2213400,17607115.0000,3
2022-07-05,20220705143000000,sh.600000,7.9400,7.9700,7.9400,7.9700,2170286,17255712.0000,3
2022-07-05,20220705150000000,sh.600000,7.9600,7.9800,7.9500,7.9800,2764696,22029910.0000,3
2022-07-06,20220706100000000,sh.600000,7.9700,7.9800,7.9200,7.9200,5680329,45113430.0000,3
2022-07-06,20220706103000000,sh.600000,7.9200,7.9300,7.9000,7.9100,5089413,40262487.0000,3
2022-07-06,20220706110000000,sh.600000,7.9100,7.9200,7.9000,7.9100,2912601,23020864.0000,3
2022-07-06,20220706113000000,sh.600000,7.9100,7.9200,7.9000,7.9000,2184773,17272400.0000,3
2022-07-06,20220706133000000,sh.600000,7.9000,7.9100,7.8900,7.9000,2046014,16165130.0000,3
2022-07-06,20220706140000000,sh.600000,7.9100,7.9100,7.8900,7.8900,1873386,14801078.0000,3
2022-07-06,20220706143000000,sh.600000,7.8900,7.9000,7.8700,7.8900,5360400,42259120.0000,3
2022-07-06,20220706150000000,sh.600000,7.8900,7.9000,7.8800,7.9000,3682742,29068623.0000,3
2022-07-07,20220707100000000,sh.600000,7.8800,7.9200,7.8800,7.9000,3662648,28916174.0000,3
2022-07-07,20220707103000000,sh.600000,7.8900,7.9200,7.8900,7.9000,1948450,15407422.0000,3
2022-07-07,20220707110000000,sh.600000,7.9100,7.9100,7.8900,7.9000,1116893,8825225.0000,3
2022-07-07,20220707113000000,sh.600000,7.9000,7.9100,7.8900,7.9000,918236,7254313.0000,3
2022-07-07,20220707133000000,sh.600000,7.9000,7.9100,7.9000,7.9000,1580772,12491247.0000,3
2022-07-07,20220707140000000,sh.600000,7.9100,7.9100,7.8800,7.8800,2341870,18472258.0000,3
2022-07-07,20220707143000000,sh.600000,7.8800,7.9000,7.8600,7.8800,3726768,29353389.0000,3
2022-07-07,20220707150000000,sh.600000,7.8800,7.8900,7.8700,7.8700,3340758,26314142.0000,3
2022-07-08,20220708100000000,sh.600000,7.9000,7.9000,7.8700,7.8800,2637500,20806057.0000,3
2022-07-08,20220708103000000,sh.600000,7.8800,7.9000,7.8700,7.9000,1519992,11985349.0000,3
2022-07-08,20220708110000000,sh.600000,7.9000,7.9000,7.8800,7.8800,1611500,12721290.0000,3
2022-07-08,20220708113000000,sh.600000,7.8800,7.9000,7.8800,7.8900,1097243,8658380.0000,3
2022-07-08,20220708133000000,sh.600000,7.8900,7.9000,7.8900,7.8900,1247000,9843632.0000,3
2022-07-08,20220708140000000,sh.600000,7.9000,7.9000,7.8800,7.8900,1186729,9363078.0000,3
2022-07-08,20220708143000000,sh.600000,7.8800,7.9000,7.8800,7.8900,1235933,9749655.0000,3
2022-07-08,20220708150000000,sh.600000,7.8900,7.9000,7.8800,7.8800,1843293,14537616.0000,3
2022-07-11,20220711100000000,sh.600000,7.8700,7.9000,7.8600,7.8900,3329257,26249021.0000,3
2022-07-11,20220711103000000,sh.600000,7.8900,7.8900,7.8700,7.8700,1871930,14748421.0000,3
2022-07-11,20220711110000000,sh.600000,7.8700,7.8800,7.8600,7.8700,1592075,12532153.0000,3
2022-07-11,20220711113000000,sh.600000,7.8700,7.8800,7.8700,7.8800,1617811,12740935.0000,3
2022-07-11,20220711133000000,sh.600000,7.8800,7.8900,7.8700,7.8900,1469330,11582728.0000,3
